rank,name,rating,url,location_coordinate,location_country,location_region,elevation_top_m,elevation_difference_m,total_slope_length_km,number_of_lifts,number_of_slopes,annual_snowfall_cm,number_of_matches
1672,Marquette Mountain,874.9,https://www.marquettemountain.com/,"{'lat': '46.5239', 'long': '-87.3959'}",USA,Michigan,390.0,150.0,10.0,4.0,3.0,300.0,1
1673,Kjerringåsen,874.9,https://kjerringaasen.no/,"{'lat': '59.2822', 'long': '11.0593'}",Norway,Viken,206.0,123.0,2.6,2.0,3.0,150.0,1
1674,Champ du Feu,874.9,https://montchampdufeu.com/,"{'lat': '48.3800', 'long': '7.1630'}",France,Bas-Rhin,1068.0,178.0,8.0,9.0,3.0,100.0,1
1675,Pratospilla,874.7,https://www.stazionepratospilla.it/,"{'lat': '44.3973', 'long': '10.0251'}",Italy,Emilia-Romagna,1750.0,390.0,10.0,2.0,3.0,150.0,1
1676,Prags (Braies),874.7,https://www.dreizinnen.com/,"{'lat': '46.7000', 'long': '12.1569'}",Italy,Trentino-Alto Adige,1403.0,233.0,4.0,2.0,3.0,150.0,1
1677,Osler Bluff,874.6,https://www.oslerbluff.com/,"{'lat': '44.4983', 'long': '-80.2803'}",Canada,Ontario,517.0,226.0,21.0,4.0,21.0,250.0,1
1678,Big Bear at Masthope Mountain,874.5,https://www.ski-bigbear.com/,"{'lat': '41.5218', 'long': '-75.0280'}",USA,Pennsylvania,450.0,200.0,7.0,4.0,7.0,100.0,1
1679,Karuizawa Snow Park,874.4,https://www.presidentresort.jp/,"{'lat': '36.3589', 'long': '138.6054'}",Japan,Gunma Prefecture,1401.0,129.0,3.1,3.0,3.0,250.0,1
1680,Mont Serein,874.4,http://www.stationdumontserein.com,"{'lat': '44.1812', 'long': '5.2742'}",France,Vaucluse,1800.0,400.0,12.0,8.0,12.0,200.0,1
1681,Chokai Kogen Yashima,874.3,https://ski.city.yurihonjo.lg.jp/,"{'lat': '39.0147', 'long': '140.0376'}",Japan,Akita Prefecture,700.0,220.0,5.6,1.0,3.0,300.0,1
1682,Schneeberglifte Waldau,874.3,https://www.schneeberglifte-waldau.de/,"{'lat': '47.9472', 'long': '8.1833'}",Germany,Breisgau-Hochschwarzwald,1060.0,120.0,2.5,3.0,3.0,100.0,1
1683,Vorderthal – Skilift Wägital,874.2,https://skilift-waegital.ch/,"{'lat': '47.1175', 'long': '8.8775'}",Switzerland,Canton of Schwyz,1260.0,510.0,3.0,1.0,3.0,150.0,1
1684,Monte Livata,874.2,http://www.livata.it,"{'lat': '41.9536', 'long': '13.1011'}",Italy,Lazio,1800.0,371.0,8.0,4.0,3.0,60.0,1
1685,Spirit Mountain,874.2,https://www.spiritmt.com/,"{'lat': '46.7183', 'long': '-92.2147'}",USA,Minnesota,390.0,180.0,11.0,6.0,3.0,200.0,1
1686,Unterstmatt,874.1,https://unterstmatt.de/,"{'lat': '48.6381', 'long': '8.1944'}",Germany,Ortenaukreis,1008.0,85.0,2.0,3.0,2.0,150.0,1
1687,Peek'n Peak,874.1,https://www.pknpk.com/,"{'lat': '42.0617', 'long': '-79.7353'}",USA,New York,535.0,105.0,11.0,10.0,10.0,250.0,1
1688,Vegglifjell,874.0,https://www.vegglifjellskisenter.no/,"{'lat': '60.0028', 'long': '9.0403'}",Norway,Buskerud,1111.0,145.0,1.7,1.0,2.0,200.0,1
1689,Kluglifte Hebalm,874.0,https://www.kluglifte.at/,"{'lat': '46.9269', 'long': '15.0136'}",Austria,Deutschlandsberg,1450.0,100.0,4.0,3.0,3.0,180.0,1
1690,Hochlecken,874.0,https://www.hochlecken.at/,"{'lat': '47.8772', 'long': '13.6803'}",Austria,Gmunden,1079.0,295.0,4.0,5.0,3.0,80.0,1
1691,Fuentes de Invierno,873.9,http://www.fuentesdeinvierno.com,"{'lat': '43.0436', 'long': '-5.3256'}",Spain,Asturias,1950.0,463.0,8.8,5.0,15.0,200.0,1
1692,Wenigzell,873.9,http://schneeland-wenigzell.at,"{'lat': '47.450000', 'long': '15.850000'}",Austria,Bezirk Hartberg-Fürstenfeld,1120.0,180.0,2.0,3.0,2.0,150.0,1
1693,La Féclaz,873.8,https://www.savoiegrandrevard.com/,"{'lat': '45.6411', 'long': '5.9817'}",France,Savoie,1525.0,199.0,10.5,6.0,3.0,250.0,1
1694,Mutsushi Kamafuseyama,873.8,http://mutsu-taikyo.jp/ski.html,"{'lat': '41.2819', 'long': '141.1825'}",Japan,Aomori Prefecture,469.0,354.0,3.0,2.0,3.0,300.0,1
1695,Prat Peyrot,873.8,https://www.stationaltiaigoual.com/,"{'lat': '44.1149', 'long': '3.7106'}",France,Lozère,1471.0,211.0,9.0,11.0,11.0,120.0,1
1696,Saint Hilaire du Touvet,873.8,https://www.station-ski-saint-hilaire.fr/,"{'lat': '45.3053', 'long': '5.8839'}",France,Isère,1415.0,597.0,6.0,6.0,3.0,150.0,1
1697,Storstenshöjden,873.8,https://www.storstenshojden.se/,"{'lat': '59.2458', 'long': '14.9798'}",Sweden,Örebro,276.0,99.0,3.0,6.0,4.0,150.0,1
1698,Yunotani Yakushi,873.7,http://yakushi-ski.com/,"{'lat': '37.2129', 'long': '138.4614'}",Japan,Niigata Prefecture,258.0,120.0,1.5,1.0,2.0,400.0,1
1699,Kyowa,873.6,http://kyowasnow.net/ski/,"{'lat': '39.3652', 'long': '140.5220'}",Japan,Akita Prefecture,418.0,243.0,5.0,2.0,3.0,300.0,1
1700,Reiserhang – Gaißach,873.6,http://reiserlift.de/,"{'lat': '47.7387', 'long': '11.5503'}",Germany,Bad Tölz-Wolfratshausen,860.0,138.0,1.0,2.0,2.0,150.0,1
1701,Cape Smokey,873.6,https://capesmokey.ca/,"{'lat': '46.6601', 'long': '-60.4036'}",Canada,Nova Scotia,320.0,305.0,6.0,2.0,3.0,300.0,1
1702,Talma,873.5,https://talmaski.fi/,"{'lat': '60.4065', 'long': '25.1476'}",Finland,Etelä-Suomen lääni,63.0,35.0,1.0,5.0,2.0,50.0,1
1703,Porcupine Mountain,873.4,https://www.michigan.gov/skitheporkies,"{'lat': '46.8281', 'long': '-89.6437'}",USA,Michigan,416.0,192.0,9.7,3.0,3.0,400.0,1
1704,Toggenburg Ski Center,873.4,https://www.skitog.com/,"{'lat': '42.7997', 'long': '-75.9792'}",USA,New York,543.0,160.0,8.0,5.0,8.0,200.0,1
1705,Mont Cascades,873.4,https://montcascades.ca/?utm_source=skiresort&utm_medium=skiresort&utm_campaign=skiresort,"{'lat': '45.5641', 'long': '-75.7906'}",Canada,Quebec,294.0,147.0,20.0,4.0,20.0,280.0,1
1706,Craigleith Ski Club,873.4,https://www.craigleith.com/,"{'lat': '44.5184', 'long': '-80.3202'}",Canada,Ontario,446.0,211.0,21.0,5.0,21.0,250.0,1
1707,Hirtenteich,873.2,https://www.sport-boerse-aalen.de/skilifte.html,"{'lat': '48.8333', 'long': '10.1000'}",Germany,Ostalbkreis,690.0,120.0,4.0,3.0,3.0,50.0,1
1708,Bjørnestad,873.1,https://www.bski.no/,"{'lat': '58.2303', 'long': '6.1008'}",Norway,Agder,600.0,200.0,1.7,1.0,2.0,150.0,1
1709,Bousquet,873.1,https://bousquetmountain.com/,"{'lat': '42.4309', 'long': '-73.2615'}",USA,Massachusetts,566.0,228.0,8.0,2.0,3.0,200.0,1
1710,Les Prés d'Orvin,873.1,https://presdorvin-ski.ch/,"{'lat': '47.1380', 'long': '7.1669'}",Switzerland,Bern,1230.0,200.0,5.0,5.0,6.0,150.0,1
1711,Timberline Mountain,873.1,https://timberlinemountain.com/,"{'lat': '39.0436', 'long': '-79.4501'}",USA,West Virginia,1301.0,305.0,18.0,2.0,18.0,200.0,1
1712,The Homestead Resort,873.1,https://www.thehomesteadresort.com/,"{'lat': '44.8975', 'long': '-85.9738'}",USA,Michigan,265.0,55.0,4.0,5.0,3.0,300.0,1
1713,Hempelsberg/Geiersberg,873.0,http://www.skilifte-devalkartbahn.de,"{'lat': '50.0062', 'long': '11.7540'}",Germany,Bayreuth,770.0,120.0,2.0,2.0,2.0,60.0,1
1714,Kullstabacken,872.8,http://www.kullstabacken.se/,"{'lat': '63.0500', 'long': '16.3667'}",Sweden,Jämtland,383.0,220.0,2.7,1.0,3.0,200.0,1
1715,Mont Ripley,872.8,https://www.mtu.edu/mont-ripley/,"{'lat': '47.1218', 'long': '-88.5671'}",USA,Michigan,330.0,130.0,6.9,4.0,6.0,350.0,1
1716,Kalteck,872.8,http://www.berghotel-kalteck.de,"{'lat': '48.9843', 'long': '12.9732'}",Germany,Regen,897.0,157.0,1.4,2.0,2.0,110.0,1
1717,Hoislifts,872.8,https://www.hoiswirt.at/,"{'lat': '47.0069', 'long': '15.0848'}",Austria,Voitsberg,1230.0,230.0,6.0,4.0,3.0,150.0,1
1718,Bigrock Mountain,872.6,https://www.bigrockmaine.com/,"{'lat': '45.9487', 'long': '-67.8456'}",USA,Maine,498.0,298.0,20.0,2.0,20.0,250.0,1
1719,Winterplace,872.6,https://www.winterplace.com/,"{'lat': '37.5976', 'long': '-81.1212'}",USA,West Virginia,1097.0,184.0,10.0,10.0,3.0,150.0,1
1720,Le Markstein,872.5,http://www.lemarkstein.net/,"{'lat': '47.9070', 'long': '7.0628'}",France,Grand-Est,1340.0,240.0,10.0,9.0,10.0,150.0,1
1721,Lärchenhof,872.5,https://www.laerchenhof-tirol.at/,"{'lat': '47.5736', 'long': '12.4522'}",Austria,Kitzbühel,823.0,139.0,2.0,2.0,2.0,100.0,1
1722,Beartooth Basin,872.4,https://beartoothbasin.com/,"{'lat': '45.0020', 'long': '-109.4598'}",USA,Wyoming,3322.0,305.0,5.0,2.0,2.0,300.0,1
1723,Komagane Kogen,872.3,https://komaganeski.com/,"{'lat': '35.7323', 'long': '137.9391'}",Japan,Nagano Prefecture,1050.0,150.0,1.0,2.0,3.0,300.0,1
1724,Sommet Olympia,872.2,https://www.sommets.com/fr/montagne-de-ski/sommet-olympia/,"{'lat': '45.8553', 'long': '-74.0820'}",Canada,Quebec,440.0,200.0,20.0,6.0,20.0,300.0,1
1725,Selfranga,872.2,http://www.skiliftselfranga.ch/,"{'lat': '46.8667', 'long': '9.8833'}",Switzerland,Graubünden,1346.0,158.0,1.0,2.0,1.0,200.0,1
1726,Ski Brule,872.2,https://skibrule.com/,"{'lat': '46.0867', 'long': '-88.6286'}",USA,Michigan,565.0,95.0,7.0,11.0,7.0,250.0,1
1727,Laurel Mountain,872.1,https://www.laurelmountainski.com/,"{'lat': '40.1606', 'long': '-79.1535'}",USA,Pennsylvania,841.0,232.0,8.0,2.0,3.0,254.0,1
1728,Gamlestølen,872.1,https://www.gamlestolen.no/,"{'lat': '61.1224', 'long': '9.6243'}",Norway,Innlandet,975.0,104.0,1.0,1.0,1.0,200.0,1
1729,Middlebury College Snow Bowl,872.1,https://www.middleburysnowbowl.com/,"{'lat': '43.9336', 'long': '-72.9003'}",USA,Vermont,810.0,255.0,15.0,3.0,15.0,250.0,1
1730,Oberau,872.0,https://www.skijuwel.com/,"{'lat': '47.4075', 'long': '12.0667'}",Austria,Kufstein,995.0,65.0,1.0,2.0,1.0,150.0,1
1731,Kegelberg,872.0,https://www.kegelberg.de/winter/index.php,"{'lat': '50.3080', 'long': '12.3456'}",Germany,Vogtlandkreis,750.0,190.0,2.8,3.0,3.0,80.0,1
1732,Bifuka,872.0,https://www.skiresort.info/ski-resort/bifuka/,"{'lat': '44.4188', 'long': '142.3566'}",Japan,Hokkaido,140.0,57.0,1.0,1.0,1.0,500.0,1
1733,Kamihiruzen,872.0,http://www.qkamura.or.jp/ski/hiruzen,"{'lat': '35.2258', 'long': '133.6061'}",Japan,Okayama Prefecture,655.0,78.0,2.0,3.0,4.0,150.0,1
1734,Vargen,872.0,https://vemdalsvargen.se/,"{'lat': '62.4556', 'long': '13.9364'}",Sweden,Jämtland,903.0,177.0,3.0,1.0,3.0,300.0,1
1735,Ober Gatlinburg,872.0,https://obermountain.com/,"{'lat': '35.7040', 'long': '-83.5218'}",USA,Tennessee,981.0,174.0,6.0,4.0,6.0,60.0,1
1736,Crystal Mountain,871.9,https://crystalresort.ca/,"{'lat': '49.9066', 'long': '-119.6537'}",Canada,British Columbia,1440.0,212.0,25.0,3.0,3.0,300.0,1
1737,Big Snow American Dream,871.9,https://www.bigsnowamericandream.com/,"{'lat': '40.8136', 'long': '-74.0673'}",USA,New Jersey,136.0,36.0,0.5,4.0,3.0,0.0,1
1738,Mont Glen,871.9,https://www.skiresort.info/ski-resort/mont-glen/,"{'lat': '45.2122', 'long': '-72.3458'}",Canada,Quebec,630.0,310.0,10.0,2.0,10.0,300.0,1
1739,Terre Ronde/La Praille,871.8,https://www.hautbugey-tourisme.com/domaine/site-de-terre-ronde/,"{'lat': '45.9785', 'long': '5.5634'}",France,Ain,1240.0,290.0,15.0,4.0,15.0,300.0,1
1740,Grand-Ballon,871.8,https://www.lemarkstein.net/,"{'lat': '47.9032', 'long': '7.0921'}",France,Haut-Rhin,1340.0,290.0,8.0,5.0,4.0,200.0,1
1741,Morin Heights,871.8,https://www.sommets.com/fr/montagne-de-ski/sommet-morin-heights/,"{'lat': '45.9075', 'long': '-74.2514'}",Canada,Quebec,465.0,220.0,15.0,5.0,15.0,300.0,1
1742,Alpsteinblick,871.7,https://www.skilifte-alpsteinblick.ch/,"{'lat': '47.3260', 'long': '9.3490'}",Switzerland,Appenzell Innerrhoden,1142.0,252.0,4.0,3.0,2.0,150.0,1
1743,Geigenbühl,871.7,https://geigenbuehel.at/?utm_source=skiresort&utm_medium=skiresort&utm_campaign=skiresort,"{'lat': '47.3290', 'long': '11.1912'}",Austria,Innsbruck-Land,1217.0,40.0,2.0,8.0,3.0,150.0,1
1744,Kerenzerberg,871.7,https://www.kerenzerbergbahn.com/,"{'lat': '47.1167', 'long': '9.1175'}",Switzerland,Canton of Glarus,1283.0,537.0,7.0,1.0,0.0,150.0,1
1745,Black Mountain,871.5,https://skiblackmountain.org/,"{'lat': '44.5597', 'long': '-70.6642'}",USA,Maine,640.0,335.0,14.5,3.0,12.0,200.0,1
1746,Searchmont,871.3,https://searchmont.com/,"{'lat': '46.5633', 'long': '-84.2964'}",Canada,Ontario,488.0,214.0,10.0,4.0,10.0,300.0,1
1747,Hidden Valley (PA),871.2,https://www.hiddenvalleyresort.com/,"{'lat': '40.0815', 'long': '-79.2571'}",USA,Pennsylvania,890.0,160.0,9.0,6.0,9.0,200.0,1
1748,Klausenlift Mehlmeisel,871.2,https://www.klausenlift.de/,"{'lat': '50.0310', 'long': '11.8460'}",Germany,Bayreuth,815.0,150.0,0.8,5.0,3.0,80.0,1
1749,Herrenschwand,871.2,https://www.derwaldfrieden.de/naturErlebnis/Skilift-Herrenschwand,"{'lat': '47.7833', 'long': '7.8833'}",Germany,Lörrach,1250.0,225.0,2.0,1.0,1.0,150.0,1
1750,Devil's Glen,871.2,https://www.devilsglen.com/,"{'lat': '44.4328', 'long': '-80.2489'}",Canada,Ontario,522.0,150.0,10.0,4.0,10.0,250.0,1
1751,Zum Zeri,871.2,https://www.zumzeri.eu/,"{'lat': '44.4062', 'long': '9.7134'}",Italy,Tuscany,1588.0,218.0,8.0,2.0,3.0,100.0,1
1752,Prato Selva,871.1,http://www.pratoselva.it/inverno/index.html,"{'lat': '42.5019', 'long': '13.5286'}",Italy,Abruzzo,1775.0,400.0,15.0,2.0,2.0,300.0,1
1753,Tirolina (Haltjochlift),871.1,http://www.tirolina.at,"{'lat': '47.5800', 'long': '12.0830'}",Austria,Kufstein,1077.0,225.0,4.0,2.0,3.0,150.0,1
1754,Roggenboden,871.1,http://www.roggenboden.com,"{'lat': '47.4084', 'long': '12.0329'}",Austria,Kufstein,1000.0,45.0,1.2,2.0,2.0,150.0,1
1755,Tornimäki,871.1,https://tornimaki.fi/,"{'lat': '61.6915', 'long': '27.2739'}",Finland,Etelä-Savon lääni,130.0,50.0,1.0,3.0,3.0,50.0,1
1756,Sleeping Giant,871.1,https://www.skisg.com/,"{'lat': '44.4928', 'long': '-109.9272'}",USA,Wyoming,2265.0,240.0,17.0,2.0,3.0,250.0,1
1757,Swain,871.0,https://swain.com/,"{'lat': '42.4627', 'long': '-77.8540'}",USA,New York,600.0,200.0,10.0,5.0,3.0,200.0,1
1758,Dottingen (Münsingen),871.0,https://www.skilift-dottingen.de/,"{'lat': '48.45', 'long': '9.38'}",Germany,Reutlingen,850.0,100.0,2.0,1.0,2.0,50.0,1
1759,Mendelpass,871.0,https://www.joyvaldinonalps.it/,"{'lat': '46.4210', 'long': '11.1754'}",Italy,Trentino,1594.0,226.0,2.0,2.0,2.0,300.0,1
1760,Beaver Valley Ski Club,871.0,https://www.beavervalley.ca/,"{'lat': '44.3489', 'long': '-80.5431'}",Canada,Ontario,410.0,155.0,15.0,5.0,15.0,300.0,1
1761,Mt. Waterman,871.0,http://www.mtwaterman.org/Winter.html,"{'lat': '34.3506', 'long': '-117.9290'}",USA,California,2440.0,320.0,10.0,3.0,10.0,150.0,1
1762,Reitdorf-Flachau,871.0,https://www.snow-space.com/,"{'lat': '47.3676', 'long': '13.3823'}",Austria,Pongau,945.0,65.0,0.5,1.0,1.0,200.0,1
1763,Vigiljoch,870.9,https://www.vigiljoch.com/,"{'lat': '46.6271', 'long': '11.1532'}",Italy,Trentino-Alto Adige,1814.0,328.0,3.4,4.0,3.0,200.0,1
1764,King Pine,870.8,https://www.kingpine.com/,"{'lat': '43.8786', 'long': '-71.0884'}",USA,New Hampshire,240.0,95.0,5.3,6.0,3.0,250.0,1
1765,Camurac,870.8,https://www.station-camurac.com/,"{'lat': '42.8134', 'long': '1.8939'}",France,Ariège,1755.0,245.0,14.0,5.0,10.0,150.0,1
1766,Mont Avila,870.7,https://www.sommets.com/fr/montagne-de-ski/versant-avila/,"{'lat': '45.8889', 'long': '-74.1577'}",Canada,Quebec,416.0,229.0,13.0,3.0,13.0,300.0,1
1767,Bläsiberg – Wiesensteig,870.7,https://www.skilifte-wiesensteig.de/,"{'lat': '48.5597', 'long': '9.6320'}",Germany,Göppingen,761.0,156.0,4.2,3.0,4.0,50.0,1
1768,Cascade Mountain,870.7,https://www.cascademountain.com/,"{'lat': '43.5291', 'long': '-89.5289'}",USA,Wisconsin,378.0,128.0,14.0,10.0,14.0,100.0,1
1769,Raupennesthang – Altenberg,870.6,https://www.erlebnisberg-altenberg.de/wintersaison/,"{'lat': '50.755001', 'long': '13.762574'}",Germany,Sächsische Schweiz-Osterzgebirge,826.0,86.0,2.0,3.0,2.0,130.0,1
1770,Arioso,870.6,https://www.skisellata.it/arioso.asp,"{'lat': '40.4811', 'long': '15.5467'}",Italy,Basilicata,1713.0,131.0,2.6,3.0,3.0,150.0,1
1771,Whitecap Mountains,870.6,https://whitecapresort.com/,"{'lat': '46.3633', 'long': '-90.4244'}",USA,Wisconsin,539.0,98.0,14.0,6.0,14.0,200.0,1
1772,Shawnee Mountain,870.5,https://www.shawneemt.com/,"{'lat': '41.0138', 'long': '-75.1055'}",USA,Pennsylvania,350.0,205.0,18.0,6.0,18.0,120.0,1
1773,Hochplatte – Marquartstein,870.4,https://www.hochplattenbahn.de/,"{'lat': '47.7606', 'long': '12.4710'}",Germany,Traunstein,1050.0,431.0,3.5,1.0,1.0,120.0,1
1774,Alpe Cialma,870.4,https://www.comune.locana.to.it/it-it/vivere-il-comune/sport/alpe-cialma-34613-1-2028ed9753ed4493a2176cf9ae7cdf09?scheda,"{'lat': '45.457', 'long': '7.476'}",Italy,Piedmont,1750.0,400.0,4.0,3.0,3.0,200.0,1
1775,Eibenstock,870.3,https://skiarena-eibenstock.de/,"{'lat': '50.5017', 'long': '12.5985'}",Germany,Erzgebirgskreis,745.0,95.0,1.0,4.0,1.0,50.0,1
1776,Knaben,870.2,https://knaben.no/knaben-alpinsenter/,"{'lat': '58.6739', 'long': '6.9563'}",Norway,Agder,732.0,182.0,2.8,1.0,3.0,300.0,1
1777,Smokey Mountain,870.2,http://skismokey.ca/,"{'lat': '52.9400', 'long': '-66.9131'}",Canada,Newfoundland and Labrador,845.0,250.0,20.0,3.0,10.0,500.0,1
1778,Tateshina Tokyu,870.1,https://www.tateshina-tokyu.com/,"{'lat': '36.0495', 'long': '138.2975'}",Japan,Nagano Prefecture,1401.0,64.0,1.5,1.0,3.0,150.0,1
1779,Savalen,870.1,https://www.savalen.no/aktiviteter-opplevelser/vinteraktiviteter/alpin/,"{'lat': '62.4099', 'long': '9.5290'}",Norway,Innlandet,933.0,198.0,4.0,3.0,3.0,150.0,1
1780,Tristeli,870.1,https://skilift-tristeli.ch/,"{'lat': '46.9943', 'long': '9.4941'}",Switzerland,Canton of St. Gallen,1447.0,252.0,1.0,1.0,1.0,150.0,1
1781,Lakis,870.1,https://www.lakis.fi/,"{'lat': '63.1526', 'long': '23.779'}",Finland,Länsi-Suomen lääni,163.0,74.0,2.0,2.0,2.0,70.0,1
1782,Big Boulder,870.1,https://www.jfbb.com/,"{'lat': '41.0548', 'long': '-75.6058'}",USA,Pennsylvania,663.0,145.0,5.0,4.0,6.0,125.0,1
1783,Mt. Lemmon Ski Valley,870.0,https://www.skithelemmon.com/,"{'lat': '32.4473', 'long': '-110.7817'}",USA,Arizona,2750.0,228.0,8.0,3.0,3.0,200.0,1
1784,Hickory,870.0,https://www.skihickory.com/,"{'lat': '43.5173', 'long': '-73.7774'}",USA,New York,540.0,332.0,8.0,4.0,4.0,200.0,1
1785,Val Formica – Cima Larici,870.0,https://www.valformica.it/,"{'lat': '45.9356', 'long': '11.4287'}",Italy,Veneto,1767.0,122.0,4.0,2.0,2.0,200.0,1
1786,Arabichl,869.9,http://www.arabichllift.at/,"{'lat': '47.5841', 'long': '15.9747'}",Austria,Bezirk Neunkirchen,1593.0,243.0,2.0,1.0,2.0,200.0,1
1787,Mont Garceau,869.9,https://www.skigarceau.com/,"{'lat': '46.3012', 'long': '-74.1831'}",Canada,Quebec,717.0,305.0,10.0,2.0,10.0,300.0,1
1788,Hasenhorn,869.9,https://www.hasenhorn-rodelbahn.de,"{'lat': '47.8315', 'long': '7.9565'}",Germany,Lörrach,1026.0,364.0,1.0,1.0,1.0,150.0,1
1789,Kirchdorf,869.8,https://www.kitzbueheler-alpen.com/de/stjo/wi/ski/skigebiet-kirchdorf-in-tirol.html,"{'lat': '47.5969', 'long': '12.4636'}",Austria,Kitzbühel,700.0,50.0,1.0,3.0,3.0,200.0,1
1790,Bannalp,869.8,https://www.bannalp.ch/,"{'lat': '46.9003', 'long': '8.3925'}",Switzerland,Nidwalden,1793.0,130.0,3.0,3.0,3.0,250.0,1
1791,Urnäschn – Osteregg,869.8,http://www.skilift-urnaesch.ch,"{'lat': '47.3176', 'long': '9.2762'}",Switzerland,Appenzell Ausserrhoden,1080.0,230.0,1.7,2.0,1.0,150.0,1
1792,Norway Mountain,869.8,http://www.norwaymt.com/,"{'lat': '45.7872', 'long': '-87.9013'}",USA,Michigan,406.0,106.0,8.0,6.0,8.0,250.0,1
1793,Monte Sirino,869.8,http://www.montesirinosci.it/,"{'lat': '40.0636', 'long': '15.8178'}",Italy,Basilicata,1850.0,430.0,5.0,5.0,5.0,150.0,1
1794,Sommet Gabriel,869.7,https://www.sommets.com/fr/montagne-de-ski/sommet-gabriel/,"{'lat': '45.961017', 'long': '-74.135881'}",Canada,Quebec,433.0,201.0,7.0,5.0,3.0,350.0,1
1795,Shanty Creek Resorts - Schuss Mountain,869.7,https://www.shantycreek.com/,"{'lat': '44.9312', 'long': '-85.1212'}",USA,Michigan,356.0,106.0,12.0,5.0,12.0,150.0,1
1796,Pian del Poggio,869.7,https://www.seggioviapiandelpoggio.it/,"{'lat': '44.7411', 'long': '9.2696'}",Italy,Lombardia,1695.0,358.0,3.0,1.0,2.0,200.0,1
1797,Schnepfenried,869.6,https://www.leschnepf.com/,"{'lat': '48.0123', 'long': '7.0946'}",France,Haut-Rhin,1258.0,238.0,7.0,7.0,7.0,120.0,1
1798,Cataloochee,869.5,https://cataloochee.com/,"{'lat': '35.5623', 'long': '-83.0895'}",USA,North Carolina,1583.0,223.0,6.0,3.0,3.0,150.0,1
1799,Hagenberglifte,869.5,https://www.skilifte-hagenberg.at/,"{'lat': '47.5383', 'long': '9.9219'}",Austria,Bregenz,930.0,330.0,4.4,2.0,2.0,100.0,1
1800,Suishozan,869.4,http://www.ink.or.jp/~mineland/,"{'lat': '40.1833', 'long': '140.7833'}",Japan,Akita Prefecture,419.0,148.0,1.5,1.0,3.0,250.0,1
1801,Swinghill,869.4,https://swinghill.fi/,"{'lat': '60.3181', 'long': '24.5425'}",Finland,Uusimaa,105.0,65.0,1.0,2.0,3.0,60.0,1
1802,Aichelberglifts,869.4,https://www.ski-karlstift.com/,"{'lat': '48.6172', 'long': '14.8114'}",Austria,Gmünd,1050.0,160.0,6.0,3.0,3.0,75.0,1
1803,Vogelskopf,869.4,https://vogelskopf.de/,"{'lat': '48.5343', 'long': '8.3131'}",Germany,Freudenstadt,980.0,100.0,1.5,1.0,2.0,150.0,1
1804,Eggiwil – Netschbühl,869.3,https://www.skilift-eggiwil.ch/,"{'lat': '46.875', 'long': '7.795'}",Switzerland,Bern,1020.0,300.0,3.0,1.0,2.0,120.0,1
1805,Laguiole,869.3,https://www.tourisme-en-aubrac.com/neige/station-de-laguiole/,"{'lat': '44.6840', 'long': '2.8458'}",France,Aveyron,1402.0,217.0,10.0,11.0,10.0,100.0,1
1806,Brotjacklriegel,869.3,https://heininger-reisen.de/beschreibungoeffnungszeiten/,"{'lat': '48.86', 'long': '13.24'}",Germany,Freyung-Grafenau,954.0,164.0,2.2,5.0,2.0,100.0,1
1807,Maiszinken,869.3,https://www.lunz.at/de/freizeit-sport/im-winter/skigebiet-maiszinken.html,"{'lat': '47.8607', 'long': '15.0375'}",Austria,Scheibbs,1030.0,240.0,4.5,2.0,3.0,200.0,1
1808,Shanty Creek Resorts,869.2,https://www.shantycreek.com/,"{'lat': '44.9482', 'long': '-85.2015'}",USA,Michigan,300.0,85.0,4.0,2.0,3.0,200.0,1
1809,Stoderzinken,869.2,https://www.stoderzinken.at/,"{'lat': '47.4700', 'long': '13.8500'}",Austria,Liezen,1975.0,275.0,8.0,4.0,8.0,350.0,1
1810,Les Rafforts,869.1,https://www.ugine.com/,"{'lat': '45.7393', 'long': '6.4520'}",France,Savoie,1224.0,312.0,3.0,2.0,3.0,200.0,1
1811,Degersheim,869.1,https://www.skilift-degersheim.ch/,"{'lat': '47.367826', 'long': '9.185247'}",Switzerland,St. Gallen,1034.0,219.0,3.0,3.0,3.0,100.0,1
1812,Falken,869.0,https://www.falkenhuette.de/erlebniswinter/erlebniswinter-auf-dem-falken-skifahren.htm,"{'lat': '47.4845', 'long': '10.1094'}",Germany,Oberallgäu,1580.0,137.0,1.1,1.0,2.0,150.0,1
1813,Westernberg,868.9,https://www.westernberg.de/,"{'lat': '47.7653', 'long': '12.6473'}",Germany,Traunstein,750.0,80.0,0.5,2.0,1.0,150.0,1
1814,Langenbruck,868.9,http://deinkick.ch/skiboard.htm,"{'lat': '47.3452', 'long': '7.7681'}",Switzerland,Canton of Basel-Landschaft,940.0,220.0,3.0,2.0,3.0,150.0,1
1815,Salzberg – Goldlauter,868.8,https://www.skilift-goldlauter.de/,"{'lat': '50.6206', 'long': '10.6936'}",Germany,Schmalkalden-Meiningen,836.0,236.0,1.5,1.0,2.0,80.0,1
1816,Summit Lake,868.8,https://skisummitlake.com/,"{'lat': '50.2650', 'long': '-117.8020'}",Canada,British Columbia,920.0,145.0,2.3,2.0,3.0,400.0,1
1817,Le Chantecler,868.8,https://www.skichantecler.com/,"{'lat': '45.9535', 'long': '-74.1344'}",Canada,Quebec,459.0,184.0,9.7,2.0,9.0,350.0,1
